subscriber_id,age,country,profession_segment,plan_type,monthly_price_usd,tenure_months,auto_renew_enabled,days_until_renewal,payment_method,weekly_learning_hours,sessions_per_week,avg_session_duration_minutes,days_since_last_login,courses_started,courses_completed,active_courses_count,avg_course_progress_pct,certificates_earned,quiz_attempts_last_30d,assignment_submissions_last_30d,forum_posts_last_30d,payment_failures_last_6m,refund_requests_last_12m,support_tickets_last_90d,avg_support_resolution_hours,email_open_rate,recommendation_click_rate,churn_label
SUB_002209,33,Germany,data_analyst,standard,22.53,12,0,26,credit_card,6.1,6,29.9,8,1,0,0,62.6,0,0,0,1,0,0,2,50.5,0.356,0.221,0
SUB_002210,44,Brazil,teacher,standard,24.01,1,1,13,credit_card,3.7,5,83.4,12,3,0,5,57.6,0,11,6,5,0,0,0,6.1,0.593,0.339,0
SUB_002211,28,UK,marketing,basic,13.21,8,0,22,paypal,5.6,7,47.8,9,7,2,5,77.0,2,18,13,1,0,0,0,5.9,0.6,0.388,0
SUB_002212,28,Canada,student,basic,12.58,22,0,22,debit_card,5.4,2,22.1,16,3,1,3,39.2,0,19,3,0,0,1,1,45.0,0.127,0.057,1
SUB_002213,28,India,software_engineer,basic,10.47,25,0,19,credit_card,4.7,5,31.2,17,4,1,2,20.0,0,13,5,0,0,1,1,37.8,0.478,0.209,1
SUB_002214,34,Brazil,marketing,standard,29.93,22,1,24,paypal,1.9,3,23.1,14,4,1,2,36.9,1,9,2,0,0,0,3,38.9,0.531,0.239,0
SUB_002215,22,UK,student,basic,13.75,12,0,5,paypal,4.8,3,54.7,8,1,0,2,64.5,0,13,0,1,0,0,1,25.8,0.568,0.424,0
SUB_002216,34,Germany,designer,premium,48.74,6,0,23,bank_transfer,4.3,4,31.7,15,3,0,3,38.7,0,4,2,0,0,1,2,58.3,0.16,0.056,1
SUB_002217,37,Canada,designer,standard,26.17,23,1,22,credit_card,7.7,2,43.2,27,8,4,4,84.5,4,17,11,1,1,0,2,40.6,0.292,0.18,0
SUB_002218,37,Germany,teacher,basic,10.43,13,0,3,credit_card,9.0,3,43.0,13,1,0,1,23.3,0,4,4,2,0,0,0,1.0,0.531,0.293,0
SUB_002219,28,Canada,other,standard,24.94,4,1,11,paypal,5.5,5,47.0,14,4,1,2,26.4,0,10,7,2,0,0,0,6.2,0.513,0.312,0
SUB_002220,24,India,other,standard,29.3,12,1,1,upi,10.5,5,63.1,10,4,2,2,62.5,2,17,9,1,0,0,0,3.4,0.446,0.441,0
SUB_002221,61,UK,other,standard,28.96,21,0,26,debit_card,5.8,6,47.6,7,6,2,4,80.7,1,16,5,0,0,0,0,5.4,0.308,0.353,1
SUB_002222,30,USA,software_engineer,basic,11.68,2,0,28,paypal,3.0,2,37.6,11,3,1,2,44.7,0,13,4,0,0,1,0,3.6,0.402,0.338,0
SUB_002223,25,India,student,basic,12.65,10,0,17,upi,4.9,2,26.6,29,0,0,0,20.9,0,7,2,0,0,0,2,38.2,0.221,0.09,1
SUB_002224,21,India,software_engineer,basic,13.48,26,1,13,credit_card,8.9,7,46.4,11,6,2,4,74.5,2,20,4,2,0,0,0,5.9,0.463,0.269,0
SUB_002225,26,India,job_seeker,basic,11.69,12,1,7,upi,6.0,4,55.9,13,4,1,4,66.7,1,14,8,1,0,2,4,48.8,0.094,0.074,0
SUB_002226,34,USA,other,standard,20.64,5,1,7,bank_transfer,5.2,5,69.2,4,3,2,1,71.4,1,10,7,1,0,0,0,5.1,0.869,0.628,0
SUB_002227,30,Germany,job_seeker,standard,25.04,20,1,11,credit_card,8.4,3,50.0,9,2,1,1,53.2,0,4,7,2,1,0,0,2.5,0.505,0.367,0
SUB_002228,18,USA,student,premium,52.02,16,1,0,credit_card,7.0,6,5.0,9,1,0,2,59.7,0,11,0,4,0,0,0,1.0,0.22,0.139,0
SUB_002229,37,Germany,other,basic,10.02,13,1,28,credit_card,7.0,5,68.6,17,3,1,2,53.7,0,2,6,0,1,0,1,32.4,0.403,0.231,1
SUB_002230,24,Germany,data_analyst,basic,10.47,5,1,0,bank_transfer,8.8,2,31.2,16,3,1,2,36.5,1,10,0,2,2,0,3,35.7,0.076,0.053,1
SUB_002231,23,UK,student,standard,22.06,14,1,3,credit_card,4.1,5,48.1,8,0,0,1,54.3,0,0,1,3,0,0,1,52.7,0.121,0.142,0
SUB_002232,25,India,marketing,basic,11.73,17,0,16,upi,10.3,8,65.5,5,5,2,4,96.0,1,21,9,2,0,0,0,1.0,0.545,0.423,0
SUB_002233,20,Brazil,student,basic,12.7,4,1,9,credit_card,5.0,4,51.4,33,1,0,2,31.8,0,11,3,2,0,0,2,42.5,0.549,0.235,0
SUB_002234,31,Canada,designer,standard,22.93,14,0,0,credit_card,7.4,7,92.0,8,3,1,3,75.2,1,18,4,0,0,0,0,5.8,0.599,0.379,1
SUB_002235,25,UK,software_engineer,basic,11.37,10,1,25,bank_transfer,5.8,7,48.7,12,2,1,2,41.8,1,8,3,1,0,0,3,30.6,0.47,0.401,0
SUB_002236,30,USA,marketing,standard,28.68,3,1,10,debit_card,5.6,2,52.2,12,4,1,4,36.0,1,17,7,0,0,0,0,1.1,0.346,0.159,0
SUB_002237,24,Brazil,designer,basic,10.72,10,0,30,debit_card,6.8,5,47.5,22,7,2,5,83.6,2,17,7,1,1,0,2,31.0,0.031,0.009,0
SUB_002238,18,India,job_seeker,standard,24.94,8,1,20,credit_card,2.7,2,55.9,15,1,0,1,45.5,0,0,6,3,0,0,1,24.1,0.108,0.0,0
SUB_002239,42,India,finance,premium,59.05,11,1,16,paypal,9.2,4,65.5,8,4,1,3,31.1,1,13,4,0,0,0,2,21.5,0.449,0.399,0
SUB_002240,23,India,data_analyst,basic,13.12,8,0,9,credit_card,3.6,3,52.2,17,1,0,0,5.3,0,5,3,2,0,1,2,37.7,0.571,0.255,1
SUB_002241,26,Canada,job_seeker,premium,54.33,3,0,27,paypal,3.9,2,27.4,8,4,1,4,66.1,1,16,5,0,0,0,0,3.5,0.567,0.265,0
SUB_002242,43,India,other,standard,24.3,26,0,5,upi,7.1,4,44.2,8,3,0,2,17.2,0,10,3,0,0,0,0,3.9,0.692,0.455,0
SUB_002243,21,USA,student,premium,40.39,46,1,30,credit_card,8.7,7,68.1,8,7,3,5,100.0,2,28,10,1,0,0,1,33.2,0.873,0.732,0
SUB_002244,27,Brazil,marketing,basic,13.22,9,0,3,paypal,6.9,6,42.9,12,3,1,2,71.1,1,10,5,0,0,0,1,26.5,0.095,0.161,0
SUB_002245,35,Canada,software_engineer,standard,26.31,12,1,25,paypal,5.0,2,49.9,14,1,0,1,9.8,0,8,4,0,0,0,0,6.0,0.27,0.062,0
SUB_002246,26,USA,student,basic,10.54,45,1,12,bank_transfer,3.1,2,46.1,9,5,1,4,63.0,1,14,3,2,0,0,0,3.4,0.201,0.155,0
SUB_002247,24,India,finance,standard,24.61,5,0,26,debit_card,3.0,4,39.2,12,4,1,2,31.3,1,11,6,0,0,0,0,2.2,0.105,0.015,0
SUB_002248,27,Canada,job_seeker,standard,29.14,7,0,10,paypal,8.5,3,14.8,10,3,0,3,36.3,0,14,6,0,0,1,1,52.5,0.345,0.26,1
SUB_002249,18,USA,student,standard,22.04,15,1,4,paypal,6.7,6,39.7,16,3,0,3,30.4,0,10,8,2,0,0,0,2.1,0.305,0.201,0
SUB_002250,25,India,job_seeker,premium,49.21,13,1,13,debit_card,10.0,4,58.9,19,5,2,3,73.1,1,10,7,1,0,0,1,37.3,0.699,0.472,0
SUB_002251,28,India,job_seeker,basic,12.3,21,1,24,upi,5.4,4,47.1,15,5,1,5,63.7,0,21,6,0,0,1,1,31.8,0.514,0.307,1
SUB_002252,27,Brazil,other,basic,14.04,17,0,1,bank_transfer,3.8,5,41.4,12,4,2,3,52.0,1,12,4,4,0,0,2,16.0,0.731,0.459,0
SUB_002253,30,UK,software_engineer,standard,28.24,28,1,2,debit_card,7.6,5,44.2,15,4,0,4,76.7,0,14,6,1,1,0,1,34.3,0.558,0.263,0
SUB_002254,21,Canada,other,standard,27.58,14,0,28,paypal,4.7,4,71.9,23,1,0,2,60.5,0,13,2,3,0,1,2,50.7,0.14,0.113,0
SUB_002255,34,Canada,software_engineer,standard,23.64,4,0,2,bank_transfer,9.7,9,55.4,5,3,1,2,54.0,0,10,1,1,0,0,0,5.6,0.169,0.181,0
SUB_002256,42,USA,designer,standard,20.71,9,0,10,paypal,4.5,4,33.3,13,3,1,2,22.2,1,9,3,2,0,1,2,41.0,0.551,0.247,0
SUB_002257,19,USA,student,premium,46.98,20,1,8,paypal,3.5,5,23.0,11,4,1,2,9.1,0,7,5,2,0,0,1,27.3,0.45,0.217,0
SUB_002258,21,Germany,student,standard,26.79,10,0,18,bank_transfer,0.9,2,59.6,16,3,1,3,72.4,1,11,6,0,0,0,0,3.0,0.405,0.241,0
SUB_002259,38,Germany,teacher,basic,13.5,14,0,9,paypal,7.7,4,46.7,14,2,0,4,49.4,0,11,6,2,0,0,1,35.5,0.431,0.285,1
SUB_002260,43,Germany,marketing,basic,14.82,14,1,20,credit_card,6.7,3,32.9,13,5,1,5,63.8,1,22,7,3,0,0,0,2.9,0.599,0.225,0
SUB_002261,22,UK,software_engineer,premium,49.06,7,1,5,credit_card,3.7,5,14.4,11,3,1,2,30.8,1,13,4,0,0,1,1,25.1,0.343,0.278,1
SUB_002262,32,USA,software_engineer,standard,26.31,8,0,21,paypal,8.2,6,49.0,8,5,2,2,48.6,1,16,1,2,0,0,0,5.8,0.696,0.442,0
SUB_002263,36,Brazil,finance,premium,50.77,13,0,5,debit_card,3.8,6,77.3,12,5,2,3,64.6,1,14,4,4,0,0,1,40.6,0.595,0.265,0
SUB_002264,22,USA,student,basic,10.74,19,1,0,debit_card,8.4,3,55.7,14,4,1,4,40.6,1,14,7,0,1,0,0,8.6,0.24,0.097,0
SUB_002265,18,USA,job_seeker,standard,24.6,4,1,21,credit_card,0.0,0,27.2,15,4,2,2,10.4,1,13,6,1,0,0,2,26.0,0.742,0.359,0
SUB_002266,24,USA,student,standard,25.44,12,1,0,paypal,5.5,6,56.2,9,3,1,3,59.8,1,10,9,2,0,0,1,36.9,0.311,0.031,0
SUB_002267,46,USA,software_engineer,basic,14.74,24,0,21,credit_card,5.1,5,24.2,12,10,2,6,59.7,1,28,9,2,0,1,2,33.8,0.175,0.209,0
SUB_002268,34,UK,data_analyst,standard,23.66,11,0,28,bank_transfer,4.5,6,40.5,18,2,1,2,50.7,0,2,8,2,0,0,1,25.6,0.344,0.168,1
SUB_002269,25,India,marketing,standard,29.79,16,1,25,debit_card,4.7,5,42.9,16,5,2,3,42.1,2,8,8,2,0,0,1,35.1,0.18,0.079,0
SUB_002270,29,USA,data_analyst,standard,25.41,27,1,30,paypal,6.4,5,27.6,9,7,1,6,61.3,0,22,10,1,0,1,1,41.6,0.696,0.563,0
SUB_002271,48,India,software_engineer,premium,44.84,13,0,21,upi,7.4,6,36.8,8,4,1,3,49.8,1,14,6,0,0,1,2,53.4,0.75,0.409,0
SUB_002272,45,Germany,other,premium,43.82,27,1,18,credit_card,5.3,6,36.0,7,4,1,3,28.2,1,19,3,1,0,0,1,27.6,0.271,0.193,0
SUB_002273,39,USA,finance,premium,42.82,9,0,2,debit_card,3.8,6,51.1,15,5,1,4,63.8,1,20,0,3,0,0,0,3.1,0.498,0.385,0
SUB_002274,24,USA,student,premium,49.05,23,0,5,credit_card,10.2,6,64.4,1,2,1,2,93.7,0,21,7,0,0,0,0,2.9,0.357,0.354,0
SUB_002275,28,Brazil,data_analyst,standard,20.21,14,1,1,paypal,10.4,2,32.1,18,3,1,3,60.0,1,8,4,1,0,0,0,3.4,0.448,0.129,0
SUB_002276,26,USA,job_seeker,basic,12.22,14,0,14,paypal,4.2,6,59.7,8,5,2,2,56.8,1,10,0,1,0,1,1,57.4,0.287,0.303,1
SUB_002277,33,UK,software_engineer,premium,59.76,16,1,11,credit_card,7.1,6,54.7,9,6,3,3,72.7,1,19,10,2,0,0,0,4.7,0.693,0.502,0
SUB_002278,24,USA,student,standard,26.69,14,0,20,paypal,6.7,4,70.3,19,2,1,3,42.2,0,7,11,1,0,0,2,40.5,0.0,0.0,1
SUB_002279,46,USA,teacher,basic,13.79,14,0,9,credit_card,6.2,5,16.8,12,4,1,4,25.7,0,15,5,0,0,0,0,1.2,0.242,0.149,0
SUB_002280,42,India,designer,standard,21.18,33,0,18,credit_card,13.0,4,68.4,18,4,2,2,62.1,2,7,5,1,0,0,0,5.9,0.632,0.412,0
SUB_002281,22,India,designer,basic,12.36,16,0,20,upi,5.8,4,28.4,12,6,2,4,38.7,0,10,11,1,0,0,0,1.4,0.624,0.365,0
SUB_002282,23,Germany,student,standard,22.85,23,1,29,paypal,1.9,5,61.2,13,4,0,5,43.7,0,10,10,1,0,0,2,46.9,0.449,0.26,0
SUB_002283,25,USA,student,basic,14.46,7,1,12,credit_card,6.5,4,50.5,21,7,1,5,79.6,1,7,8,2,0,0,1,18.9,0.5,0.278,0
SUB_002284,38,India,finance,basic,10.9,3,0,2,credit_card,5.0,2,19.3,13,1,0,2,25.6,0,9,6,2,0,0,1,21.0,0.571,0.44,0
SUB_002285,28,India,software_engineer,premium,49.16,4,0,17,upi,3.6,4,48.1,20,1,0,2,45.5,0,7,3,0,1,1,1,21.7,0.267,0.176,0
SUB_002286,57,India,marketing,standard,25.87,5,0,19,debit_card,1.6,3,55.2,16,1,0,2,59.8,0,7,0,2,0,0,0,6.9,0.289,0.064,1
SUB_002287,23,Brazil,designer,standard,25.13,27,0,4,bank_transfer,0.0,4,28.7,11,1,0,3,29.0,0,0,10,2,0,0,0,4.0,0.487,0.236,0
SUB_002288,25,Germany,software_engineer,standard,28.29,4,0,21,paypal,1.9,5,63.9,7,2,0,3,61.0,0,12,5,4,0,0,1,29.3,0.106,0.066,0
SUB_002289,38,USA,other,premium,44.62,11,1,12,credit_card,5.4,4,68.1,14,5,2,3,57.6,2,17,0,4,0,1,2,58.9,0.673,0.419,0
SUB_002290,40,India,job_seeker,standard,23.76,39,1,28,upi,5.5,5,66.8,9,3,0,2,51.9,0,6,3,3,0,0,1,38.0,0.644,0.326,0
SUB_002291,27,USA,teacher,standard,27.91,18,1,13,paypal,8.4,10,54.8,8,4,1,5,73.1,1,20,14,3,0,0,1,31.3,0.123,0.112,0
SUB_002292,22,Germany,student,premium,50.55,8,0,29,debit_card,5.8,5,37.7,7,3,1,2,86.4,1,5,6,3,0,0,0,5.1,0.511,0.34,0
SUB_002293,26,India,student,basic,12.0,6,0,29,upi,5.6,5,63.7,10,2,1,1,29.1,1,9,4,2,0,0,2,18.9,0.397,0.327,0
SUB_002294,33,USA,marketing,premium,40.58,9,1,14,bank_transfer,12.8,8,73.6,8,8,4,3,71.3,3,7,14,4,0,0,2,32.8,0.719,0.453,0
SUB_002295,21,India,student,basic,13.76,14,0,17,upi,4.2,4,61.8,11,3,1,2,36.5,0,9,3,2,0,0,2,35.0,0.396,0.29,0
SUB_002296,41,India,other,standard,29.71,9,1,28,upi,0.1,5,5.0,23,4,1,3,33.6,1,13,7,0,0,0,2,27.4,0.391,0.175,0
SUB_002297,23,India,student,basic,13.09,18,1,13,paypal,7.0,5,57.7,11,5,1,6,96.6,0,18,13,3,0,0,0,8.0,0.637,0.349,0
SUB_002298,42,India,marketing,standard,28.56,32,1,18,debit_card,10.1,6,59.5,10,1,0,1,14.1,0,5,6,0,0,0,1,12.1,0.333,0.234,0
SUB_002299,44,India,data_analyst,standard,25.16,7,1,2,upi,6.7,3,65.5,16,1,0,1,36.2,0,11,0,1,1,0,4,49.2,0.0,0.0,1
SUB_002300,36,Germany,finance,premium,44.62,33,0,21,credit_card,7.7,7,34.8,4,6,2,4,83.3,0,13,9,5,0,0,1,12.0,0.675,0.53,0
SUB_002301,23,Canada,student,premium,40.28,13,1,0,credit_card,5.9,5,31.1,7,2,1,2,46.1,1,0,7,0,0,0,2,44.7,0.234,0.144,0
SUB_002302,35,USA,data_analyst,premium,53.06,9,1,22,bank_transfer,9.7,8,60.6,23,7,3,3,83.0,2,20,13,2,0,0,2,44.4,0.075,0.049,0
SUB_002303,37,USA,software_engineer,basic,12.46,6,0,28,debit_card,0.0,3,76.6,14,0,0,0,0.0,0,0,0,0,0,0,2,30.2,0.132,0.105,1
SUB_002304,28,Germany,job_seeker,premium,55.63,17,0,23,paypal,7.1,7,59.3,14,5,1,4,100.0,0,14,11,4,0,0,2,52.3,0.321,0.178,0
SUB_002305,22,Brazil,student,standard,26.94,7,0,6,credit_card,2.6,3,23.0,16,1,0,2,0.0,0,2,4,1,1,1,3,61.4,0.213,0.112,1
SUB_002306,47,Germany,other,premium,59.75,18,1,19,paypal,5.0,1,44.0,22,0,0,0,26.1,0,4,4,0,0,0,0,2.5,0.359,0.189,0
SUB_002307,37,India,job_seeker,basic,12.54,12,1,6,paypal,8.4,6,63.9,14,3,1,3,68.2,0,16,4,1,1,1,3,51.8,0.247,0.159,1
SUB_002308,21,USA,software_engineer,standard,24.26,9,1,16,credit_card,7.3,0,49.9,11,4,2,2,53.1,2,6,1,2,1,0,1,50.0,0.503,0.306,0
SUB_002309,34,India,teacher,premium,45.72,12,1,28,credit_card,5.2,2,47.7,13,2,1,1,50.5,0,11,0,3,1,0,2,36.5,0.0,0.0,0
SUB_002310,20,Germany,student,premium,49.53,16,0,14,credit_card,8.3,5,49.9,8,5,1,4,78.2,1,13,8,1,0,0,1,36.2,0.293,0.412,1
SUB_002311,32,USA,other,standard,28.72,11,1,12,paypal,7.6,2,40.1,14,6,2,5,90.1,1,20,9,2,0,0,0,3.7,0.013,0.0,0
SUB_002312,37,Canada,marketing,standard,20.41,7,1,23,credit_card,2.8,3,50.0,13,7,2,5,52.2,1,15,10,2,0,0,0,1.7,0.361,0.279,0
SUB_002313,39,USA,software_engineer,basic,14.88,7,0,29,credit_card,1.1,3,48.7,22,1,0,2,42.3,0,13,3,0,0,0,2,34.4,0.327,0.15,0
SUB_002314,33,UK,data_analyst,standard,29.92,19,0,25,paypal,4.7,4,16.1,12,5,2,4,47.4,1,1,14,1,0,0,2,38.1,0.331,0.323,0
SUB_002315,18,Brazil,student,standard,25.97,5,1,14,debit_card,6.7,2,40.2,31,2,1,2,28.3,1,0,8,2,1,0,2,36.2,0.088,0.0,0
SUB_002316,26,India,other,basic,11.65,7,1,25,upi,1.6,2,50.2,19,0,0,0,24.4,0,1,1,2,0,1,0,2.7,0.601,0.287,1
SUB_002317,25,India,student,basic,11.11,3,1,2,upi,8.2,7,78.8,10,0,0,0,20.2,0,0,1,1,0,0,1,19.7,0.629,0.333,0
SUB_002318,21,Germany,finance,basic,11.37,11,1,24,debit_card,5.5,4,59.7,15,3,1,2,0.0,1,14,1,1,1,0,0,1.6,0.01,0.134,0
SUB_002319,43,Germany,marketing,standard,20.49,6,1,16,debit_card,9.4,3,54.2,9,5,1,6,76.8,1,11,8,0,0,0,0,5.2,0.664,0.408,0
SUB_002320,41,Germany,other,basic,12.37,11,0,15,paypal,2.9,4,53.5,12,1,0,2,23.1,0,5,2,3,0,0,0,2.4,0.262,0.142,0
SUB_002321,44,Brazil,software_engineer,standard,20.56,11,1,21,paypal,9.2,4,58.2,5,4,1,2,81.0,1,28,1,3,0,0,0,2.0,0.734,0.669,0
SUB_002322,32,UK,marketing,basic,13.58,11,1,0,bank_transfer,5.8,5,22.0,15,3,1,4,52.5,1,16,6,0,0,0,0,2.3,0.642,0.334,0
SUB_002323,21,USA,marketing,standard,23.71,8,1,23,debit_card,8.2,7,46.4,18,0,0,1,47.6,0,0,3,0,0,0,2,33.7,0.002,0.0,0
SUB_002324,37,Germany,teacher,standard,21.98,19,0,13,credit_card,5.9,7,23.8,7,4,1,2,55.6,0,22,7,0,0,0,0,1.5,0.296,0.208,0
SUB_002325,26,Canada,student,standard,25.44,9,1,2,bank_transfer,5.6,5,60.1,17,5,2,2,42.8,2,19,9,3,0,0,1,35.0,0.38,0.35,0
SUB_002326,41,Brazil,software_engineer,standard,29.73,7,0,19,bank_transfer,8.0,3,20.4,5,5,1,4,90.2,1,12,6,1,0,0,1,32.5,0.659,0.368,0
SUB_002327,28,Canada,software_engineer,standard,26.94,4,1,27,debit_card,8.5,6,51.9,11,4,1,3,52.9,1,14,6,1,0,0,0,4.7,0.297,0.381,0
SUB_002328,34,India,teacher,basic,12.45,21,0,21,debit_card,3.8,0,33.8,31,3,0,5,37.6,0,9,5,0,0,0,0,5.6,0.03,0.0,1
SUB_002329,29,USA,software_engineer,premium,55.53,8,1,3,debit_card,2.7,5,39.3,18,3,0,4,52.4,0,13,6,1,0,0,1,37.2,0.527,0.314,1
SUB_002330,27,India,designer,basic,13.68,18,1,29,upi,2.5,4,5.0,22,5,1,4,54.7,0,16,9,0,0,0,0,6.1,0.581,0.26,0
SUB_002331,41,India,software_engineer,basic,14.45,9,0,23,credit_card,4.0,4,27.4,7,4,1,4,55.0,0,14,5,4,1,0,0,1.0,0.705,0.362,0
SUB_002332,20,India,job_seeker,standard,22.04,34,0,8,upi,6.1,6,59.7,12,7,3,6,100.0,2,24,7,5,0,0,0,5.1,0.548,0.379,0
SUB_002333,27,USA,other,basic,14.28,34,0,20,credit_card,5.8,3,53.8,20,4,1,3,35.1,1,17,5,1,0,0,3,40.6,0.479,0.18,1
SUB_002334,25,UK,marketing,premium,46.01,14,0,0,credit_card,8.9,7,52.4,6,6,2,3,72.9,2,14,7,0,0,0,0,5.4,0.815,0.586,0
SUB_002335,22,India,data_analyst,basic,14.69,15,1,23,upi,10.0,2,71.1,9,3,1,3,37.4,1,4,2,0,0,0,1,28.4,0.63,0.477,0
SUB_002336,35,Germany,software_engineer,standard,22.8,13,1,13,bank_transfer,4.8,4,49.9,19,5,1,5,57.1,1,13,10,1,0,0,0,5.3,0.334,0.146,0
SUB_002337,26,USA,student,basic,14.62,9,1,12,debit_card,4.7,5,44.9,25,0,0,0,16.1,0,1,0,0,0,0,2,44.9,0.224,0.098,0
SUB_002338,32,Germany,software_engineer,basic,14.81,20,1,14,bank_transfer,9.7,2,43.5,11,4,1,3,33.7,1,10,4,0,0,0,2,57.0,0.407,0.284,0
SUB_002339,21,India,finance,basic,10.72,11,0,17,upi,3.1,6,27.9,19,4,1,4,28.4,1,16,6,0,0,0,2,38.2,0.278,0.119,0
SUB_002340,40,Germany,marketing,premium,59.48,5,1,15,debit_card,4.9,8,90.4,17,5,2,2,45.6,1,15,8,0,1,0,2,40.2,0.425,0.294,0
SUB_002341,52,UK,other,premium,41.7,10,0,5,bank_transfer,5.0,4,60.9,12,4,1,4,65.0,0,10,8,2,0,0,0,3.9,0.493,0.353,0
SUB_002342,28,India,data_analyst,standard,22.18,5,0,21,credit_card,2.3,4,46.7,22,3,1,1,37.6,1,3,0,0,0,1,0,7.4,0.493,0.065,1
SUB_002343,30,India,finance,premium,48.87,5,1,15,upi,6.6,2,38.7,19,2,0,1,32.4,0,19,0,2,1,0,1,39.7,0.007,0.092,0
SUB_002344,38,Germany,marketing,standard,29.93,7,1,10,paypal,3.6,4,47.4,8,2,1,2,31.2,1,8,8,3,0,0,1,30.3,0.427,0.267,0
SUB_002345,46,Brazil,marketing,premium,49.76,31,1,6,bank_transfer,10.3,3,21.2,7,5,1,3,58.0,0,19,4,3,0,0,0,1.0,0.775,0.594,0
SUB_002346,29,UK,software_engineer,premium,51.0,16,0,27,debit_card,4.4,4,40.9,12,4,1,4,52.1,1,4,5,2,0,0,1,48.5,0.183,0.051,1
SUB_002347,23,UK,marketing,basic,13.46,10,0,8,credit_card,7.8,3,50.5,13,2,1,2,71.6,1,20,1,0,0,0,0,2.3,0.588,0.323,0
SUB_002348,39,Germany,marketing,standard,29.67,9,1,0,bank_transfer,8.0,3,5.4,7,4,1,2,76.5,0,8,4,0,0,0,1,43.0,0.231,0.176,0
SUB_002349,40,USA,teacher,standard,27.82,12,0,9,paypal,7.2,4,61.6,9,3,1,3,34.1,1,4,5,1,0,0,2,20.3,0.524,0.302,1
SUB_002350,36,India,other,basic,11.11,8,0,28,credit_card,7.7,6,59.7,7,3,2,1,70.7,1,9,4,0,0,1,3,31.2,0.286,0.142,0
SUB_002351,29,USA,software_engineer,basic,11.5,16,0,27,credit_card,9.5,4,52.8,10,6,2,4,57.1,2,27,4,2,0,0,2,21.9,0.728,0.577,0
SUB_002352,25,Brazil,student,premium,41.94,13,1,7,debit_card,9.5,4,47.8,5,6,3,3,62.1,2,25,2,2,1,0,1,16.8,0.638,0.441,0
SUB_002353,38,USA,marketing,premium,52.88,15,1,10,credit_card,9.2,7,76.2,8,6,3,2,53.9,3,13,7,2,0,0,2,25.0,0.421,0.182,0
SUB_002354,27,Canada,designer,standard,21.8,9,1,4,debit_card,4.9,7,62.3,6,4,1,4,78.8,1,15,8,6,0,0,0,4.6,0.706,0.486,0
SUB_002355,23,UK,student,premium,45.14,39,1,28,credit_card,9.9,7,39.4,12,8,3,5,86.8,2,14,9,2,0,0,0,1.9,0.317,0.223,0
SUB_002356,23,India,teacher,premium,57.75,5,1,5,upi,4.8,7,30.2,16,3,1,1,55.4,0,16,5,1,0,0,0,2.8,0.58,0.331,0
SUB_002357,42,Brazil,other,basic,11.62,16,1,23,paypal,9.5,5,32.3,16,5,1,4,23.6,1,21,9,2,0,0,0,6.5,0.69,0.398,0
SUB_002358,33,India,other,basic,12.82,8,0,23,debit_card,11.7,5,43.0,9,2,1,2,53.1,1,16,9,0,0,0,0,2.6,0.334,0.298,0
SUB_002359,30,USA,software_engineer,basic,11.98,13,1,11,credit_card,2.4,3,35.5,13,4,1,1,24.2,0,5,0,3,1,1,2,63.9,0.208,0.143,1
SUB_002360,27,India,job_seeker,basic,10.36,14,0,10,upi,10.0,6,40.1,16,5,2,4,34.8,1,20,9,4,0,0,0,3.7,0.469,0.27,0
SUB_002361,34,India,teacher,basic,11.8,34,0,6,upi,6.0,2,48.3,16,3,0,4,37.9,0,10,2,0,1,0,2,32.6,0.496,0.114,0
SUB_002362,41,Germany,marketing,standard,24.07,14,0,6,paypal,6.0,6,43.2,12,2,0,2,44.0,0,18,9,0,0,0,0,2.1,0.133,0.043,0
SUB_002363,38,Germany,designer,premium,57.9,10,1,11,bank_transfer,2.0,2,64.6,10,4,1,3,77.0,0,7,11,0,0,0,0,1.0,0.101,0.088,0
SUB_002364,27,USA,job_seeker,premium,46.48,1,1,11,paypal,0.0,5,73.4,11,4,2,3,42.0,1,10,12,2,0,0,1,24.3,0.471,0.224,0
SUB_002365,40,USA,marketing,standard,23.78,7,1,0,debit_card,5.1,3,15.8,26,0,0,0,2.4,0,6,0,1,0,0,0,7.0,0.008,0.0,0
SUB_002366,37,India,data_analyst,premium,55.65,45,1,23,debit_card,12.8,5,81.4,10,7,4,4,92.6,3,12,14,1,0,0,3,52.0,0.612,0.444,0
SUB_002367,30,India,marketing,standard,27.58,17,1,18,debit_card,2.7,3,25.1,10,4,1,2,65.4,1,9,1,2,1,0,1,32.4,0.0,0.0,0
SUB_002368,33,USA,designer,premium,55.96,19,1,20,credit_card,5.3,5,64.9,9,2,1,0,73.8,1,0,3,0,0,0,1,24.4,0.501,0.247,0
SUB_002369,32,Germany,software_engineer,standard,29.53,3,1,3,credit_card,6.5,7,54.6,6,6,2,5,64.1,1,16,6,3,0,0,1,46.8,0.597,0.453,0
SUB_002370,41,UK,other,basic,13.97,8,1,25,paypal,6.6,5,67.3,9,5,2,3,47.3,2,9,4,2,0,0,2,42.1,0.264,0.147,0
SUB_002371,31,USA,finance,premium,48.14,16,1,18,credit_card,7.7,5,27.3,8,4,1,4,58.1,0,16,7,0,0,0,0,5.4,0.399,0.233,0
SUB_002372,30,Canada,finance,basic,14.1,4,0,25,debit_card,2.2,3,42.6,20,3,0,2,17.6,0,12,9,4,1,0,3,40.0,0.234,0.154,1
